artist,title,bpm,key,camelot,energy,danceability,happiness,popularity,acousticness,instrumentalness,speechiness,duration,status
Linkin Park,Leave Out All The Rest,80,C Major,8B,64,51,18,75,21,0,4,3:29,ok
B.I,Midnight Blue,140,D Major,10B,32,57,20,33,68,0,4,3:44,ok
BTS,Fire,100,A♯ Minor,3A,71,63,53,72,0,0,6,3:23,ok
Future,Low Life,144,A♭ Major,4B,33,72,10,83,34,28,7,5:14,ok
StaySolidRocky,Party Girl (Remix),130,F♯ Minor,11A,38,75,59,51,53,0,20,2:28,ok
Lea Salonga,A Whole New World,116,C Major,8B,23,28,14,69,85,0,4,2:41,ok
XXXTENTACION,the remedy for a broken heart (why am I so in love),120,C♯ Major,3B,30,70,27,73,78,0,10,2:40,ok
Rich The Kid,Plug Walk,95,B Major,1B,52,87,15,66,20,0,18,2:55,ok
Red Velvet,IRENE & SEULGI - Diamond,91,A♯ Minor,3A,73,72,50,41,14,0,4,3:16,ok
Linkin Park,Invisible,85,B Major,1B,74,47,56,55,5,0,7,3:34,ok
Snakehips,Cruel,110,F Major,7B,88,60,32,53,2,0,12,3:48,ok
D'Essentials Of Groove,Coba Katakan Dengan Cinta (C.K.D.C.) - Official Theme Song,82,C Major,8B,58,63,74,23,26,0,4,3:38,ok
EXO,Baby You Are,108,B Minor,10A,78,77,78,43,12,0,7,2:59,ok
Rihanna,Umbrella,174,C♯ Major,3B,83,59,58,84,1,0,12,4:36,ok
Secondhand Serenade,Fall for You (Acoustic),178,C Major,8B,31,43,38,58,65,0,3,2:57,ok
Ariana Grande,fake smile,83,A Major,11B,62,45,43,64,33,0,37,3:29,ok
Electric Light Orchestra,Mr. Blue Sky,178,B♭ Major,6B,34,39,48,80,65,0,3,5:04,ok
BAEKHYUN,Diamond,136,F Minor,4A,80,61,43,43,9,0,4,3:58,ok
Rizky Billar,Pemimpinmu,136,B♭ Major,6B,38,58,14,8,82,0,3,4:01,ok
HAIM,Want You Back,113,C Major,8B,85,64,37,47,12,0,5,3:52,ok
Punxgoaran,Sayur Kol,120,C Major,8B,92,67,52,36,3,0,8,3:10,ok
Khalid,Know Your Worth,103,A Minor,8A,69,79,51,63,14,0,7,3:01,ok
RM,tokyo,147,F Minor,4A,26,45,7,60,83,1,3,3:29,ok
Knock,Open Up,146,F Major,7B,82,56,60,39,5,0,4,3:31,ok
Marion Jola,Favorite Sin,98,F Minor,4A,64,77,69,29,26,0,6,3:02,ok
Adele,Remedy,162,D Major,10B,30,41,24,61,89,0,4,4:05,ok
X1,MOVE - X1 Version,116,C Major,8B,13,77,9,53,64,0,5,1:50,ok
SEVENTEEN,Heaven's Cloud,112,C Minor,5A,69,48,72,55,2,0,7,3:52,ok
BTS,DNA (Pedal 2 LA Mix),130,C♯ Minor,12A,96,49,48,56,4,0,13,4:07,ok
Louis Tomlinson,Miss You,180,E♭ Major,5B,69,54,68,58,2,0,21,3:02,ok
88rising,I Love You 3000 II,180,F♯ Major,2B,34,44,36,57,85,0,7,3:30,ok
Marshmello,Chasing Colors,150,D♯ Minor,2A,95,57,41,49,0,0,4,3:15,ok
The Cranberries,Zombie,167,G Major,9B,70,31,29,72,1,0,4,5:08,ok
Charli xcx,1999,124,G Major,9B,74,74,66,58,2,0,3,3:09,ok
KARD,RUMOR,89,A♭ Major,4B,76,73,61,45,5,0,18,3:38,ok
Marcell,Peri Cintaku,120,G Major,9B,25,39,19,58,80,0,3,4:17,ok
Iggy Azalea,Team,100,E Major,12B,69,89,22,60,5,0,7,3:29,ok
Sigala,Lullaby,120,F Minor,4A,83,73,86,53,8,0,4,3:24,ok
Katy Perry,Rise,101,B Major,1B,64,55,44,61,5,0,5,3:23,ok
RM,forever rain,139,G Major,9B,59,39,26,58,3,0,6,4:32,ok
The Chainsmokers,My Type,95,G Minor,6A,60,60,15,55,4,0,4,3:37,ok
Kelly Clarkson,Love So Soft,130,B Major,1B,58,81,76,52,1,0,7,2:52,ok
j-hope,Hope World,117,C♯ Major,3B,90,71,77,62,1,0,16,3:25,ok
BLACKPINK,WHISTLE (Acoustic Ver.),103,B Major,1B,72,82,61,72,1,0,11,3:32,ok
Westlife,Swear It Again,130,A Major,11B,53,63,33,69,30,0,3,4:08,ok
BTS,Permission to Dance (R&B Remix),120,A Major,11B,60,66,35,49,7,0,3,3:36,ok
RM,moonchild,158,A Minor,8A,87,50,19,65,3,0,21,3:26,ok
Mac Ayres,Easy,91,F Major,7B,28,72,24,60,37,1,10,5:14,ok
NIKI,move!,127,F♯ Major,2B,49,83,80,44,52,0,51,2:36,ok
Isyana Sarasvati,Cinta Pertama,123,C Major,8B,55,68,35,17,62,0,4,3:01,ok
Fifth Harmony,Don't Say You Love Me,102,A Major,11B,63,59,38,50,50,0,10,3:13,ok
j-hope,P.O.P (Piece Of Peace) Pt. 1,176,F♯ Major,2B,84,55,67,58,1,0,9,3:01,ok
John Mayer,XO,174,D Major,10B,38,43,35,65,75,0,3,3:34,ok
Goodbye Felicia & Stephanie Poetri,Bimbang,136,E Major,12B,13,51,38,62,90,0,4,3:38,ok
YUNGBLUD,11 Minutes,160,B Major,1B,85,46,23,69,1,0,7,3:60,ok
K.Will,"태양의 후예 (Original Television Soundtrack), Pt. 6 - 말해! 뭐해?",88,A♭ Major,4B,81,48,20,7,38,0,4,4:05,ok
BTS,Outro : Wings,125,G Major,9B,99,61,29,57,12,0,23,3:46,ok
Rich Brian,Where Does The Time Go,140,D Major,10B,55,64,14,44,19,0,3,4:11,ok
Cheat Codes,Put Me Back Together,140,C Major,8B,64,57,21,36,4,0,3,3:44,ok
TAEYEON,Something New,98,F♯ Minor,11A,88,68,79,39,15,0,24,3:20,ok
BAEKHYUN,Love Again,95,E Minor,9A,60,68,56,54,29,0,4,3:25,ok
SEVENTEEN,Anyone,110,C♯ Minor,12A,61,68,49,58,6,0,8,2:57,ok
Sandhy Sondoro,Tentang Perasaanmu,136,D Major,10B,60,53,54,10,6,0,3,4:16,ok
BAEKHYUN,Poppin’,103,G Major,9B,61,64,57,41,11,0,8,3:28,ok
j-hope,항상 (HANGSANG),179,F♯ Major,2B,90,83,62,64,16,0,23,3:50,ok
Halsey,Strangers,110,B Major,1B,78,69,28,58,1,0,6,3:41,ok
I.O.I,Very Very Very,103,G Major,9B,96,74,79,56,14,0,6,3:24,ok
CNCO,Reggaetón Lento (Remix),94,E Minor,9A,91,53,62,63,15,0,9,3:09,ok
Incognito,Still A Friend Of Mine,87,A Major,11B,54,65,86,48,24,1,3,5:38,ok
Linkin Park,Papercut,150,A Major,11B,94,52,66,80,0,0,11,3:05,ok
John Mayer,Still Feel Like Your Man,106,D Major,10B,60,86,52,58,55,0,6,3:55,ok
BAEKHYUN,Psycho - Bonus Track,110,D♯ Minor,2A,90,45,50,43,51,0,5,3:26,ok
j-hope,Base Line,95,A Major,11B,64,91,23,59,4,1,20,1:30,ok
Marshmello,Moving On,142,C Major,8B,80,69,67,53,0,6,4,2:59,ok
Rizky Febian,Hanya Engkau,125,B Minor,10A,75,71,51,31,22,0,4,3:05,ok
Justin Hurwitz,Summer Montage / Madeline,108,G Major,9B,50,60,65,54,11,80,3,2:05,ok
BANG YE DAM of TREASURE,WAYO - KR Ver.,100,A♭ Major,4B,36,68,72,49,43,0,3,3:25,ok
B.I,Got It Like That,98,F Major,7B,52,80,64,39,9,0,4,2:59,ok
Yura Yunita,Pekat,84,C♯ Major,3B,16,52,26,34,91,0,3,3:32,ok
Coldplay,Higher Power,178,B♭ Major,6B,83,51,49,67,1,0,4,3:31,ok
Dody BJ,Nona Manis,95,B♭ Major,6B,29,71,87,30,90,0,3,3:23,ok
Avicii,The Days,127,C Major,8B,72,59,53,68,4,0,4,4:38,ok
DJ Snake,Let Me Love You - Marshmello Remix,120,A♭ Major,4B,81,66,25,48,2,0,4,3:00,ok
Destiny Rogers,Tomboy,78,C Minor,5A,65,64,46,66,42,1,6,3:23,ok
DAY6,Time of Our Life,175,A♭ Major,4B,98,51,75,54,0,0,5,3:26,ok
GAC (Gamaliél Audrey Cantika),Suara,100,C Major,8B,80,68,87,18,29,0,8,3:47,ok
EXO,Sweet Lies,103,C♯ Major,3B,59,59,21,45,5,0,8,3:36,ok
YERI,Snow Dream 2021,122,C Major,8B,89,71,83,56,30,0,3,3:37,ok
Mr Jono & Joni,Los Dol,135,G Minor,6A,83,64,74,63,17,0,3,4:49,ok
Dash Uciha,Merindukanmu,162,A Major,11B,77,55,60,56,40,0,4,4:12,ok
Nosstress,Pegang Tanganku,115,A♭ Major,4B,29,62,25,56,89,0,3,5:08,ok
Ecko Show,Kids Jaman Now,150,C Major,8B,51,77,59,43,2,0,9,3:06,ok
Charlie Puth,Change,191,F Major,7B,77,55,60,70,8,0,4,3:04,ok
Linkin Park,Nobody Can Save Me,140,B Major,1B,69,65,43,57,1,0,3,3:46,ok
Judika,Tak Mungkin Bersama,134,E Major,12B,37,50,37,61,75,0,3,4:23,ok
Karina Christy,Stuck in Silence,123,G Major,9B,28,69,41,3,68,0,3,4:28,ok
MALIQ & D'Essentials,Dia,84,D Major,10B,62,64,92,61,66,0,4,4:23,ok
Harry Styles,Two Ghosts,69,F♯ Minor,11A,41,39,46,69,23,0,3,3:50,ok
HONNE,Warm on a Cold Night,83,A♭ Major,4B,61,34,40,42,19,0,9,4:22,ok
Red Velvet,Sunny Side Up!,135,B Minor,10A,69,71,59,42,15,0,7,3:24,ok
Pitbull,Time of Our Lives,124,C♯ Major,3B,80,72,72,86,9,0,6,3:49,ok
Mahalini,Satu Tuju,122,E♭ Major,5B,50,30,24,55,64,0,3,4:10,ok
Maria Simorangkir,Yakin Bahagia,85,A Major,11B,71,55,37,13,64,0,3,4:06,ok
MINO,FIANCÉ,140,F Major,7B,74,66,51,47,3,0,3,3:28,ok
Drake,Sneakin’,85,A♭ Major,4B,56,81,26,61,0,0,17,4:11,ok
Gloria Jessica,I Just Wanna Love You,116,C♯ Major,3B,29,74,30,9,81,0,3,3:32,ok
BIGBANG,GIRLFRIEND,85,F Minor,4A,79,62,46,52,15,0,10,3:49,ok
Rich Brian,Confetti,141,C♯ Major,3B,76,77,33,35,13,0,12,2:52,ok
j-hope,Pandora's Box,97,C Major,8B,81,79,23,57,20,0,18,2:36,ok
Yellow Claw,Light Years,150,A♯ Minor,3A,90,62,59,34,1,0,4,2:53,ok
Bazzi,Honest,77,G Major,9B,59,68,43,52,31,0,7,2:55,ok
Glenn Fredly,Kisah Yang Salah,122,E♭ Major,5B,44,45,15,41,32,0,3,4:14,ok
Stray Kids,VENOM,137,A Major,11B,81,81,40,67,11,0,34,3:15,ok
Stray Kids,Charmer,91,C♯ Major,3B,76,79,73,69,5,0,5,3:09,ok
Heize,We don't talk together (Prod. by SUGA),98,G Major,9B,74,63,31,58,4,0,4,3:19,ok
SISTAR,I Like That,155,G Minor,6A,87,56,88,53,10,0,9,3:41,ok
Tulus,Lekas,95,C♯ Major,3B,64,62,58,52,26,0,3,3:14,ok
EXO,For Life,92,E♭ Major,5B,35,52,27,47,89,0,3,3:59,ok
iKON,GOODBYE ROAD,79,E Major,12B,85,58,64,47,6,0,5,3:59,ok
j-hope,Safety Zone,77,A♭ Major,4B,74,68,69,56,56,0,16,2:45,ok
Linkin Park,Crawling,105,E Major,12B,70,58,30,82,5,0,3,3:29,ok
MALIQ & D'Essentials,Senang,145,G Major,9B,86,55,53,30,19,0,4,4:26,ok
BTS,BTS Cypher Pt.3: Killer,140,E Minor,9A,92,79,67,64,2,0,32,4:28,ok
BTS,21st Century Girl,101,D Major,10B,91,72,76,65,0,0,7,3:13,ok
Bring Me The Horizon,MANTRA,90,C Major,8B,82,50,60,61,0,0,5,3:53,ok
Robin Schulz,I Believe I'm Fine,100,A♯ Minor,3A,75,71,57,47,27,0,6,3:48,ok
Jason Mraz,Have It All,82,C♯ Minor,12A,64,64,60,64,20,0,4,3:46,ok
HONNE,Someone That Loves You,105,F♯ Minor,11A,73,53,42,45,4,0,6,4:05,ok
NCT 127,無限的我 무한적아; LIMITLESS,78,F Minor,4A,75,61,54,54,1,0,7,4:07,ok
iKON,BLING BLING,125,D Major,10B,94,78,54,50,7,0,7,3:39,ok
Linkin Park,Faint,135,E Major,12B,98,55,61,87,13,0,11,2:42,ok
The VenomKing,Life,92,C♯ Major,3B,71,71,17,0,12,0,11,3:40,ok
OneRepublic,Kids,100,D Major,10B,73,60,23,62,2,0,4,3:58,ok
CHANYEOL,SSFW,80,G♯ Minor,1A,65,57,74,41,28,0,5,3:39,ok
Rich Brian,Flight,97,C Major,8B,56,77,35,35,11,0,4,2:57,ok
SEVENTEEN,March,120,B Minor,10A,93,66,62,55,1,0,6,3:16,ok
Sabrina Carpenter,Thumbs,135,A♭ Major,4B,72,73,13,72,3,0,5,3:36,ok
Niall Horan,Since We're Alone,127,C♯ Major,3B,67,71,82,53,31,0,3,4:03,ok
Ellie Goulding,Sixteen,110,A♭ Major,4B,80,68,54,53,26,0,14,3:21,ok
DAY6,해와 달처럼 Day and Night,101,A Major,11B,86,47,56,43,21,0,11,3:25,ok
EXO,Lucky One,121,C♯ Major,3B,79,73,80,52,17,0,6,3:47,ok
NOVAKANE,My Favourite Position,85,G Major,9B,31,76,34,33,69,0,4,3:49,ok
Chrisye,Untukku,120,G Major,9B,48,59,31,68,26,0,3,4:15,ok
Daya,Cool,98,B Major,1B,69,84,66,30,54,0,12,3:35,ok
JOONIL JUNG,The first snow,131,D Major,10B,30,45,24,48,85,0,3,4:56,ok
Justin Hurwitz,City Of Stars (Humming),93,E Minor,9A,1,56,40,55,98,2,3,2:43,ok
Rizky Febian,You're Mine,110,G Major,9B,40,50,26,49,69,0,3,4:08,ok
j-hope,What if…,97,C Major,8B,75,69,18,57,0,0,3,2:16,ok
G-DRAGON,개소리 (BULLSHIT),96,C Major,8B,82,76,57,56,5,0,9,3:02,ok
RINNI,Buktikan Padaku,80,G Major,9B,36,59,30,15,52,0,6,4:07,ok
Stray Kids,FREEZE,160,B Minor,10A,87,64,66,62,1,0,15,2:58,ok
GFRIEND,Time for the moon night,170,F♯ Major,2B,83,44,71,57,32,0,6,3:47,ok
Why Don't We,Trust Fund Baby,164,A♭ Major,4B,79,62,59,61,6,0,5,3:04,ok
j-hope,Future,102,F♯ Major,2B,82,72,76,59,7,0,9,2:19,ok
Maroon 5,Girls Like You,125,C Major,8B,54,78,45,67,57,0,7,3:56,ok
Misellia,Isi Hati,204,D Minor,7A,26,72,83,26,81,0,10,3:35,ok
The Weeknd,False Alarm,174,G♯ Minor,1A,68,52,19,63,3,0,7,3:40,ok
j-hope,Music Box : Reflection,88,A♭ Major,4B,71,75,12,57,5,78,7,1:11,ok
Stray Kids,Lonely St.,90,G Major,9B,83,69,60,62,25,0,6,2:45,ok
WINNER,LOVE ME LOVE ME,106,A Minor,8A,81,73,72,35,10,0,6,3:39,ok
Red Velvet,In My Dreams,101,C♯ Major,3B,54,65,18,60,22,1,3,3:25,ok
Joji,worldstar money (interlude),147,G Major,9B,39,58,46,61,96,71,27,2:06,ok
Charlie Puth,That's Hilarious,108,F♯ Major,2B,44,71,55,65,74,0,6,2:25,ok
NAYEON,NO PROBLEM (Feat. Felix of Stray Kids),115,F♯ Major,2B,75,60,90,59,5,0,13,3:16,ok
Melly Goeslaw,Jangan Ajak Ajak Dia,97,G Minor,6A,35,27,22,38,73,0,3,3:49,ok
Jflow,Unbeatable,172,F♯ Major,2B,71,54,64,22,1,0,6,3:42,ok
j-hope,STOP,100,E Major,12B,83,88,80,58,9,37,16,2:02,ok
Avicii,You Be Love,125,E Minor,9A,47,83,55,52,4,1,4,3:28,ok
Zara Larsson,So Good,82,C Major,8B,58,73,78,53,9,0,15,2:47,ok
Drake,I'm Upset,150,B Minor,10A,59,90,49,65,28,0,34,3:34,ok
Glenn Fredly,My Everything (Live) - Together Whatever Sessions Live,110,E Major,12B,76,46,25,26,2,0,10,8:59,ok
Eminem,Without Me,112,G Major,9B,67,91,66,88,0,0,7,4:50,ok
Martin Garrix,Together,128,C♯ Major,3B,73,51,20,50,7,0,3,3:41,ok
Raisa,Cinta Sederhana,127,A Major,11B,34,30,24,36,87,0,3,3:23,ok
TAEYEON,Starlight,94,C♯ Minor,12A,72,63,57,45,3,0,6,3:44,ok
Tangga,Jurus Terjitu,93,A Major,11B,73,76,84,39,54,0,5,3:38,ok
Daramuda,Growing Up (Rara Sekar),124,D Major,10B,9,50,32,38,98,81,6,2:12,ok
Barasuara,Guna Manusia,129,A Major,11B,88,37,72,43,2,1,3,4:29,ok
Paramore,Told You So,124,D Minor,7A,81,64,90,59,0,0,4,3:09,ok
AGNEZ MO,Sorry,116,F Major,7B,64,68,50,19,4,0,4,3:34,ok
The Cranberries,Ode To My Family,95,G Major,9B,45,35,7,73,3,0,3,4:31,ok
SEVENTEEN,Shadow,152,B♭ Major,6B,84,69,70,63,12,0,7,3:33,ok
ZAYN,Too Much,90,C Major,8B,65,45,30,50,0,0,6,3:07,ok
Andien,Rindu Ini,111,C Major,8B,90,68,68,19,2,2,4,4:14,ok
Stray Kids,"Waiting For Us (Bang Chan, Lee Know, Seungmin, I.N)",88,E♭ Major,5B,60,42,35,60,10,0,3,3:40,ok
Lil Nas X,Old Town Road - Remix,136,C♯ Major,3B,53,91,51,73,6,0,13,1:53,ok
NIKI,Chilly,103,G Major,9B,27,73,24,52,62,0,38,3:50,ok
Lalahuta,Buat Apa Mencoba,134,G Major,9B,50,59,51,39,61,0,3,3:52,ok
The Weeknd,Secrets,110,C Major,8B,77,66,76,65,2,0,5,4:26,ok
Niall Horan,Flicker,182,E♭ Major,5B,31,26,24,61,71,0,3,4:18,ok
H.I.N.P (Hot Issue of Ntl. Producers),Rumor,102,A Minor,8A,86,74,61,54,13,0,9,3:17,ok
Isyana Sarasvati,Feel So Right,109,A Minor,8A,71,70,64,28,18,0,4,3:53,ok
ENHYPEN,TFW (That Feeling When),116,D♯ Minor,2A,69,69,90,59,11,0,4,3:18,ok
Hivi!,Sama-Sama Tahu,127,D Minor,7A,73,68,69,33,0,0,5,3:47,ok
Roy Kim,HEAVEN,200,C Major,8B,31,28,35,47,92,0,3,4:20,ok
One Direction,Live While We're Young,126,D Major,10B,86,66,93,73,5,0,5,3:20,ok
TREASURE,COME TO ME - KR Ver.,105,G♯ Minor,1A,78,86,70,44,21,0,5,3:24,ok
Chris Brown,No Guidance,93,C♯ Minor,12A,45,70,14,79,12,0,15,4:21,ok
Killing Me Inside,Biarlah,90,A♭ Major,4B,83,55,58,62,1,0,3,4:14,ok
Fiersa Besari,Kau,100,G Major,9B,39,57,60,0,65,0,3,3:04,ok
SEULGI,Wow Thing,104,F Minor,4A,89,70,74,50,12,0,28,2:52,ok
Drake,Free Smoke,142,A♯ Minor,3A,49,74,20,62,7,0,44,3:39,ok
Shawn Hook,Sound Of Your Heart,122,A Major,11B,82,75,38,44,0,0,6,3:20,ok
One Direction,Kiss You,90,E Major,12B,93,64,89,72,2,0,5,3:03,ok
Shawn Mendes,Ruin,125,D Major,10B,38,69,53,55,38,0,3,4:02,ok
SEVENTEEN,IF you leave me,160,B♭ Major,6B,35,61,60,53,88,0,3,3:33,ok
Tulus,Mahakarya,126,E♭ Major,5B,32,76,65,50,83,0,4,3:00,ok
The Chainsmokers,It Won't Kill Ya,170,F♯ Minor,11A,53,57,12,50,6,0,7,3:38,ok
Laleilmanino,Sayang,107,D Major,10B,88,65,76,35,33,0,5,3:28,ok
Taylor Swift,State Of Grace (Taylor's Version),130,A Major,11B,71,59,33,63,0,0,5,4:55,ok
Harry Styles,Matilda,114,D Major,10B,29,51,39,83,90,0,4,4:06,ok
Fall Out Boy,Champion - Remix,188,D Major,10B,73,53,19,48,5,0,26,3:30,ok
One Direction,Best Song Ever,118,C♯ Major,3B,88,65,49,76,2,0,5,3:20,ok
One Direction,You & I,131,C♯ Major,3B,33,57,36,81,22,0,3,3:58,ok
Fiersa Besari,Bukan Lagu Valentine,115,C Major,8B,29,70,36,0,68,0,3,4:14,ok
Guns N' Roses,Sweet Child O' Mine,125,F♯ Major,2B,95,45,62,88,9,8,5,5:56,ok
BTS,Dynamite - Tropical Remix,114,B Major,1B,72,87,70,0,46,0,8,3:19,ok
The Neighbourhood,Softcore,94,A Minor,8A,57,57,37,85,5,0,3,3:26,ok
Glenn Fredly,Belum Saatnya (Berpisah),101,A♭ Major,4B,63,71,47,24,6,0,3,4:03,ok
Adrian Khalif,Made in Jakarta,95,G Major,9B,74,71,71,39,14,0,9,3:24,ok
j-hope,Airplane,120,C Major,8B,65,80,24,58,65,0,6,3:18,ok
LeeHi,"1, 2",116,F Major,7B,65,91,96,41,37,0,5,3:34,ok
CHEN,Flower,124,D Major,10B,35,44,28,35,92,0,3,4:01,ok
"Tyler, The Creator",See You Again,79,F♯ Major,2B,56,56,62,88,37,0,10,3:00,ok
Pamungkas,Birdy,172,F♯ Major,2B,47,61,74,35,52,0,12,4:34,ok
NMIXX,TANK,180,C Major,8B,93,63,49,54,3,0,24,2:48,ok
Hindia,Mata Air,108,C♯ Major,3B,93,68,61,70,1,0,7,3:47,ok
Kendrick Lamar,ELEMENT.,190,E Minor,9A,71,75,48,69,20,0,49,3:29,ok
Ryan Riback,One Last Time,106,A Minor,8A,66,77,40,13,7,0,10,3:33,ok
Glenn Fredly,Habis,82,F Major,7B,48,54,60,31,65,0,3,5:51,ok
Tiffany Young,I Just Wanna Dance,114,F Major,7B,75,72,20,38,1,0,5,3:30,ok
Hivi!,Kereta Kencan,126,D Major,10B,93,67,68,60,12,0,4,4:18,ok
Adele,Chasing Pavements,80,F Minor,4A,47,62,33,73,29,0,3,3:31,ok
Avicii,Broken Arrows,116,G Major,9B,67,63,29,65,5,0,5,3:53,ok
LANY,If You See Her,118,C♯ Major,3B,68,64,24,59,4,0,9,3:03,ok
NCT 127,Highway to Heaven,113,F♯ Major,2B,74,61,50,40,3,0,6,3:21,ok
Classmate Journal,Tempat Yang Indah,98,A Major,11B,51,77,68,8,65,2,4,3:44,ok
Emma Watson,How Does A Moment Last Forever (Montmartre),95,B♭ Major,6B,12,22,7,54,92,0,4,1:56,ok
Haley Reinhart,Can't Help Falling in Love,138,C Major,8B,5,41,25,70,95,0,4,2:53,ok
Harris J,Salam Alaikum,93,D Major,10B,52,64,72,50,18,0,3,3:25,ok
Agust D,Interlude : Set me free,130,F Major,7B,42,31,21,61,8,0,3,2:20,ok
Sam Smith,One Last Song,103,C♯ Major,3B,53,67,49,56,37,0,3,3:13,ok
Glenn Fredly,Romansa Ke Masa Depan,186,A♭ Major,4B,59,56,43,49,34,0,3,4:51,ok
The Weeknd,True Colors,77,C♯ Major,3B,42,62,58,61,29,0,24,3:26,ok
CL,LIFTED,181,C Major,8B,70,37,29,42,0,0,16,2:55,ok
Ressa,Beban Cinta 2,81,D♯ Minor,2A,60,55,35,4,25,0,3,4:21,ok
SUNNY,Goodbye,83,E Major,12B,64,49,49,42,58,0,4,3:27,ok
GOT7,ECLIPSE,160,C♯ Minor,12A,89,60,53,45,4,0,14,3:30,ok
JAŸ-Z,Numb / Encore,107,D Major,10B,80,69,80,67,6,0,16,3:25,ok
Alan Menken,A Whole New World,87,G Major,9B,25,15,26,40,90,17,4,2:42,ok
The Weeknd,The Hills,113,C Minor,5A,56,59,14,87,7,0,5,4:02,ok
Emma Watson,Something There,123,C Major,8B,32,45,48,52,90,0,4,2:55,ok
MUNA,Winterbreak - Tiësto's Deep House Remix,113,D Major,10B,73,70,34,38,1,0,5,3:49,ok
TREASURE,BE WITH ME - KR Ver.,107,A Major,11B,41,84,77,44,42,0,9,3:08,ok
Josh Groban,Evermore,90,A Major,11B,36,22,23,48,79,0,3,3:09,ok
Diplo,Be Right There,125,G Major,9B,80,70,30,54,0,11,5,3:57,ok
MOMOLAND,I’m So Hot,127,F♯ Minor,11A,88,75,85,45,23,0,4,3:20,ok
NCT U,Work It,123,G Minor,6A,87,79,49,33,1,0,5,2:55,ok
Glenn Fredly,Tega (Live) - Together Whatever Sessions Live,123,E Major,12B,28,30,10,17,14,6,4,10:30,ok
Adele,Can I Get It,98,A Minor,8A,68,70,54,65,2,0,4,3:30,ok
Hindia,Wejangan Mama,106,D Major,10B,31,70,71,43,73,0,95,2:25,ok
Wiz Khalifa,See You Again,80,B♭ Major,6B,48,69,28,84,37,0,8,3:50,ok
Noah,Mungkin Nanti,116,A Major,11B,68,55,41,67,29,1,3,4:29,ok
ACRAZE,Do It To It,125,B Minor,10A,81,85,64,74,2,5,9,2:38,ok
One Direction,One Thing,127,D Major,10B,72,71,66,76,0,0,3,3:18,ok
Daniel Caesar,We Find Love,78,F Major,7B,36,49,41,73,85,0,3,4:15,ok
NCT U,Raise The Roof,110,B Major,1B,83,73,52,31,6,0,6,3:12,ok
RM,badbye,142,G Major,9B,54,24,23,54,9,1,4,1:53,ok
RM,everythingoes,92,F Major,7B,72,47,14,57,14,0,3,3:42,ok
Rachel Platten,Stand By You,188,A Major,11B,90,51,53,62,15,0,26,3:39,ok
KARD,Bomb Bomb,103,F♯ Major,2B,84,76,88,51,7,0,13,2:44,ok
Madden,Golden Light,125,G♯ Minor,1A,90,71,63,31,1,0,3,3:27,ok
EXO,Stay,112,G♯ Minor,1A,74,79,34,40,46,0,11,3:51,ok
TREASURE,BE WITH ME,107,A Major,11B,41,84,77,44,42,0,9,3:08,ok
TREASURE,I LOVE YOU - KR Ver.,130,A♭ Major,4B,69,73,42,54,1,0,7,3:02,ok
The Chainsmokers,Last Day Alive,145,C Major,8B,71,44,24,48,6,0,4,3:34,ok
Delon,Kamu Cukup,86,B♭ Major,6B,39,74,59,3,43,0,3,3:15,ok
Demi Lovato,Sexy Dirty Love,104,B Minor,10A,75,52,83,42,0,0,26,3:33,ok
NCT DREAM,Fireflies (THE OFFICIAL SONG OF THE WORLD SCOUT FOUNDATION),128,C♯ Major,3B,67,74,73,47,0,0,15,3:21,ok
Taylor Swift,Begin Again (Taylor's Version),79,G Major,9B,53,52,27,69,8,0,3,3:59,ok
The Second Breaktime,Gone,165,D Major,10B,90,41,44,35,7,0,10,4:24,ok
Anne-Marie,Ciao Adios,106,G Major,9B,85,69,50,67,14,0,9,3:20,ok
Taylor Swift,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),136,B Minor,10A,82,66,72,65,17,0,5,4:38,ok
iKON,BUT YOU,138,C Major,8B,91,63,69,44,2,0,3,3:33,ok
TAEYEON,What Do I Call You,140,B Minor,10A,59,75,84,47,7,0,7,2:48,ok
NCT U,From Home - Korean Version,132,C♯ Major,3B,86,62,46,36,52,0,6,4:20,ok
Daniel Caesar,Japanese Denim,124,E♭ Major,5B,23,72,37,81,13,0,4,4:31,ok
RM,uhgood,86,C Major,8B,56,53,9,58,0,2,6,3:14,ok
Arctic Monkeys,Star Treatment,120,G Minor,6A,77,58,67,57,24,0,5,5:55,ok
Sam Smith,Midnight Train,96,E Major,12B,60,71,40,56,38,0,7,3:27,ok
The Weeknd,After Hours,109,F Minor,4A,57,66,14,82,8,1,3,6:01,ok
NCT U,I.O.U,125,E Major,12B,79,57,40,29,38,0,4,3:41,ok
Andien,Indahnya Dunia,136,C♯ Major,3B,47,66,52,33,86,1,3,5:25,ok
Taylor Swift,‘tis the damn season,146,F Major,7B,43,57,35,63,74,0,3,3:50,ok
Glenn Fredly,Kau (Live) - Together Whatever Sessions Live,109,A♯ Minor,3A,83,49,40,19,1,0,10,9:04,ok
Pink Sweat$,17,129,F Major,7B,36,56,25,51,17,0,5,2:41,ok
Epik High,수상소감 (Acceptance Speech),148,F♯ Major,2B,93,25,43,33,3,0,8,4:26,ok
Pamungkas,Live Forever,80,B Major,1B,62,56,45,39,45,0,4,5:26,ok
SMTOWN,Hope from KWANGYA,99,C Major,8B,93,52,47,45,12,0,7,5:33,ok
