artist,title,bpm,key,camelot,energy,danceability,happiness,popularity,acousticness,instrumentalness,speechiness,duration,status
Budi Doremi,Tolong,136,A Major,11B,20,44,24,60,89,0,4,4:10,ok
Hindia,"Berdansalah, Karir Ini Tak Ada Artinya",125,E Major,12B,82,67,76,75,0,0,4,3:44,ok
NewJeans,OMG,127,A Minor,8A,77,80,74,78,36,0,4,3:32,ok
Conan Gray,The Cut That Always Bleeds,136,C Major,8B,41,49,25,84,59,0,3,3:52,ok
Arctic Monkeys,No. 1 Party Anthem,115,C Major,8B,70,51,60,86,33,9,3,4:03,ok
Fiersa Besari,Celengan Rindu,117,A Major,11B,54,64,68,65,9,0,4,3:42,ok
Budi Doremi,Melukis Senja,98,F Major,7B,37,65,36,65,63,0,2,4:11,ok
JVKE,golden hour,94,E Major,12B,59,52,15,77,65,16,3,3:29,ok
Feby Putri,Usik,182,D Major,10B,44,21,9,63,78,32,4,5:11,ok
JKT48,Rapsodi,145,C♯ Major,3B,59,60,49,63,56,0,4,3:59,ok
BTS,Boy With Luv,120,B Minor,10A,86,65,80,79,9,0,8,3:50,ok
Lewis Capaldi,Before You Go,112,E♭ Major,5B,57,46,18,84,61,0,6,3:35,ok
Glenn Fredly,Januari,122,G Minor,6A,61,59,28,74,0,0,3,3:42,ok
Justin Bieber,Favorite Girl,176,G Major,9B,68,58,63,73,5,0,4,4:17,ok
Lana Del Rey,Cinnamon Girl,92,F♯ Minor,11A,34,29,14,89,81,41,4,5:01,ok
Tenxi,Bintang 5,138,A♭ Major,4B,46,61,49,79,52,0,5,4:06,ok
Tiara Andini,Maafkan Aku #terlanjurmencinta,137,D Major,10B,42,49,13,52,73,0,4,3:44,ok
Jeremy Zucker,comethru,94,C Major,8B,18,80,61,73,61,0,6,3:02,ok
Seventeen,Yang Tlah Merelakanmu,144,D Major,10B,69,45,38,71,6,0,3,4:53,ok
Lauv,I Like Me Better,92,A Major,11B,51,75,42,71,53,0,26,3:17,ok
Bruno Mars,Versace on the Floor,174,D Major,10B,57,58,30,84,20,0,5,4:21,ok
Mahalini,Sampai Menutup Mata,117,G Major,9B,42,37,8,60,87,0,4,4:09,ok
Budi Doremi,123456,91,D Major,10B,65,82,85,71,53,0,29,3:39,ok
BTS,Dynamite,114,F♯ Minor,11A,77,75,74,83,1,0,10,3:19,ok
Sal Priadi,Mencintaimu,142,B♭ Major,6B,27,25,20,75,97,41,3,4:34,ok
Olivia Rodrigo,drivers license,144,B♭ Major,6B,43,58,14,63,74,0,5,4:02,ok
Glass Animals,Heat Waves,81,B Major,1B,53,76,53,87,44,0,9,3:59,ok
Adhitia Sofyan,Sesuatu Di Jogja,112,C Major,8B,38,64,36,62,85,1,3,4:47,ok
James Arthur,Can I Be Him,108,B Major,1B,54,70,48,80,31,0,5,4:07,ok
Piche Kota,Bahagia Lagi,130,B♭ Major,6B,32,61,33,84,84,0,3,3:47,ok
Fiersa Besari,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan",125,E Major,12B,83,53,25,59,13,0,4,4:10,ok
Virgoun,Bukti,140,A Major,11B,44,46,33,72,64,0,4,4:45,ok
TheOvertunes,I Still Love You,120,C♯ Major,3B,16,45,17,56,91,0,4,4:46,ok
OMWAWES,Dumes,135,G Major,9B,69,56,60,68,4,0,3,4:27,ok
Rizky Febian,Terlukis Indah,93,F♯ Minor,11A,71,51,52,66,36,0,4,3:48,ok
SZA,Snooze,143,F Major,7B,55,56,39,87,14,0,13,3:22,ok
Tiara Andini,Tega,136,G Major,9B,14,43,20,59,87,0,3,4:36,ok
Rony Parulian,Angin Rindu,159,D Major,10B,58,20,19,65,12,0,4,4:18,ok
Charlie Puth,Left and Right (Feat. Jung Kook of BTS),101,D Major,10B,59,88,72,67,62,0,3,2:34,ok
Fiersa Besari,April,80,D Major,10B,45,39,57,63,62,0,3,4:22,ok
GIVĒON,Heartbreak Anniversary,130,C Major,8B,46,62,59,71,56,0,5,3:17,ok
Andmesh,Hanya Rindu,178,G Major,9B,17,28,27,67,90,0,3,4:12,ok
NDX A.K.A.,Ngertenono Ati - NDX A.K.A. Version,148,C Major,8B,66,68,85,67,55,0,3,4:01,ok
TheOvertunes,Bicara,77,F Major,7B,37,57,37,53,56,0,3,3:56,ok
Ziva Magnolya,Peri Cintaku,120,G Major,9B,43,48,13,57,80,0,4,4:20,ok
Katy Perry,Unconditionally,129,G Major,9B,73,43,35,77,0,0,4,3:49,ok
Olivia Rodrigo,deja vu,181,A Major,11B,60,44,17,58,58,0,11,3:36,ok
Raim Laode,Bersenja Gurau,77,E♭ Major,5B,28,55,17,30,76,0,3,3:14,ok
Nadin Amizah,Di Akhir Perang,140,F♯ Major,2B,57,42,39,77,74,3,4,3:58,ok
Hivi!,Mata Ke Hati (Acoustic Version),124,C Major,8B,52,87,89,70,23,0,4,3:24,ok
Kapthenpurek,Kaka Main Salah,82,G♯ Minor,1A,80,70,92,67,24,42,5,4:27,ok
The Weeknd,Die For You,134,C♯ Minor,12A,53,59,51,79,11,0,6,4:20,ok
The Rain,Terlatih Patah Hati,162,A Major,11B,74,47,68,65,28,0,4,4:21,ok
MALIQ & D'Essentials,Pilihanku,118,C♯ Minor,12A,71,67,85,64,72,0,4,3:26,ok
Ari Lasso,Hampa,80,B Minor,10A,62,53,37,65,39,0,3,4:59,ok
Tate McRae,greedy,111,F♯ Minor,11A,73,75,82,88,26,0,3,2:12,ok
Kaleb J,Kebutuhan Hati,126,A Major,11B,51,55,40,74,23,0,3,4:40,ok
Yovie Widianto,Kasih Putih,124,E♭ Major,5B,30,44,24,73,82,0,3,3:57,ok
Acha Septriasa,My Heart,89,A Minor,8A,37,39,12,72,56,0,3,4:33,ok
Alan Walker,On My Way,170,C♯ Minor,12A,69,51,30,74,2,0,10,3:14,ok
Andmesh,Jangan Rubah Takdirku,127,D Major,10B,32,36,12,66,75,0,3,3:55,ok
Khifnu,Merindumu lagi,68,B♭ Major,6B,38,34,34,78,84,0,3,3:39,ok
Ardhito Pramono,bitterlove,149,C Major,8B,53,68,57,53,39,0,4,3:36,ok
Paul Partohap,P.S. I LOVE YOU,128,A♭ Major,4B,39,49,14,71,20,5,4,4:01,ok
Kaleb J,Now I Know,120,B Major,1B,44,59,31,69,2,0,3,4:18,ok
Anggis Devaki,Dirimu Yang Dulu,116,D Major,10B,52,38,39,69,74,0,4,4:01,ok
Fourtwnty,Fana Merah Jambu,110,G Major,9B,55,70,59,64,54,0,3,5:59,ok
Sabrina Carpenter,Espresso,104,C Major,8B,74,71,73,69,12,0,3,2:55,ok
NIKI,Oceans & Engines,95,C♯ Major,3B,31,37,7,76,62,0,3,5:36,ok
Bernadya,"Sialnya, Hidup Harus Tetap Berjalan",140,C Major,8B,26,58,40,64,92,2,3,2:59,ok
Halsey,Without Me,136,F♯ Major,2B,49,75,53,85,29,0,7,3:22,ok
Bilal Indrajaya,Niscaya,154,G Major,9B,72,41,45,55,48,0,4,3:58,ok
Taylor Swift,Anti-Hero,97,E Major,12B,65,63,49,80,12,0,6,3:21,ok
Ali Gatie,It's You,96,B Minor,10A,46,73,40,76,37,0,3,3:33,ok
Anneth,Mungkin Hari Ini Esok Atau Nanti,124,F Major,7B,40,50,17,0,81,0,4,3:51,ok
Taylor Swift,Style,95,D Major,10B,79,60,46,77,0,0,4,3:51,ok
Mawar de Jongh,Lebih Dari Egoku,80,C Major,8B,39,67,33,57,74,0,3,4:09,ok
Calum Scott,You Are The Reason,171,B♭ Major,6B,24,33,22,80,92,0,3,3:24,ok
My Chemical Romance,Disenchanted,174,D Major,10B,69,34,15,74,0,0,4,4:55,ok
Idgitaf,Terpikat Senyummu,77,B♭ Major,6B,44,61,47,72,81,0,5,3:07,ok
Ed Sheeran,I Don't Care,102,F♯ Major,2B,68,80,84,74,9,0,4,3:40,ok
The Lantis,Lampu Merah,115,F Major,7B,71,62,51,68,7,0,3,4:58,ok
Sabrina Carpenter,Nonsense,139,A♭ Major,4B,70,74,73,84,3,0,3,2:44,ok
Boyz II Men,On Bended Knee,117,A♭ Major,4B,52,63,18,60,41,0,4,5:30,ok
Arsy Widianto,Bahaya,126,F♯ Major,2B,39,64,43,52,86,0,3,4:20,ok
NewJeans,Super Shy,150,F Minor,4A,82,78,52,80,18,0,7,2:35,ok
Diskoria,C.H.R.I.S.Y.E.,118,D Minor,7A,71,64,44,66,16,0,3,5:11,ok
Cup of Joe,Multo,208,B Major,1B,56,47,44,82,43,0,4,3:58,ok
Ardhito Pramono,Sudah - Story of Kale - Original Motion Picture Soundtrack,115,D Major,10B,17,62,20,59,91,0,3,3:26,ok
Diego Gonzalez,You & I,83,E Major,12B,30,69,38,58,89,0,3,2:32,ok
Anggis Devaki,Kisah Tanpa Dirimu,122,F♯ Major,2B,47,36,13,63,75,0,3,4:18,ok
Masdddho,KISINAN 2,127,F Major,7B,63,59,66,64,61,4,3,3:52,ok
Seventeen,Jaga Slalu Hatimu,135,A Major,11B,66,47,26,71,51,0,3,4:46,ok
NIKI,High School in Jakarta,120,G Minor,6A,49,87,48,69,54,0,4,3:39,ok
Stand Here Alone,Wanita Masih Banyak,170,A Major,11B,94,40,88,69,0,0,4,3:53,ok
Rosa Linn,SNAP,170,C Major,8B,64,56,53,81,11,0,6,2:60,ok
Billie Eilish,Happier Than Ever,81,C Major,8B,23,33,30,84,77,0,3,4:59,ok
Alan Walker,Lily,151,F♯ Minor,11A,63,42,47,72,20,0,6,3:16,ok
Idgitaf,"Berakhir di Aku - Original Soundtrack From ""Home Sweet Loan""",140,C♯ Major,3B,26,53,40,77,93,0,4,3:57,ok
Rex Orange County,Best Friend,145,F♯ Major,2B,71,58,32,77,40,0,6,4:22,ok
James Arthur,Car's Outside - Sped Up Version,90,C Major,8B,63,21,47,66,7,0,3,3:27,ok
Radiohead,Let Down,102,A Major,11B,68,35,14,90,0,11,3,4:60,ok
Devano,Surat Hati,90,F Major,7B,38,54,30,56,79,0,3,4:55,ok
Yahya,keepyousafe,87,E♭ Major,5B,37,56,19,59,74,1,3,4:22,ok
BLACKPINK,Pink Venom,90,C Major,8B,70,80,75,66,2,0,9,3:07,ok
Rizky Febian,Cuek,85,F♯ Minor,11A,69,51,44,58,43,1,6,4:02,ok
Andmesh,Nyaman,83,A Major,11B,35,51,46,64,72,0,3,3:46,ok
Nidji,Sumpah & Cinta Matiku,138,B Minor,10A,21,38,7,43,89,30,3,4:39,ok
Adele,Love In The Dark,110,A Minor,8A,34,33,15,75,53,0,3,4:46,ok
Ariana Grande,"thank u, next",107,C♯ Major,3B,65,72,41,82,23,0,6,3:27,ok
Silet Open Up,Tabola Bale MIX MF,118,C Major,8B,65,70,70,66,67,0,3,3:13,ok
Naykilla,SO ASU,140,C♯ Major,3B,55,91,77,80,37,1,9,2:36,ok
Bruno Mars,Leave The Door Open,148,F Major,7B,62,59,72,71,18,0,3,4:02,ok
BLACKPINK,Shut Down,110,C Major,8B,70,81,62,68,0,0,4,2:56,ok
Betrand Putra Onsu,Bila Memang Kamu,128,E Major,12B,47,45,11,65,82,0,3,3:51,ok
Bernadya,Masa Sepi,82,C Major,8B,45,32,20,52,82,7,3,3:34,ok
Dere,Kota,135,E Major,12B,28,65,16,57,57,0,3,3:18,ok
Why Don't We,8 Letters,89,C♯ Minor,12A,48,61,26,78,65,0,3,3:10,ok
Ada Band,Manusia Bodoh,160,E Major,12B,64,52,25,68,37,0,4,4:18,ok
Kahitna,Titik Nadir,118,C Major,8B,41,38,33,77,84,0,3,4:05,ok
NIKI,Lose,134,C Major,8B,32,39,22,65,85,0,3,4:16,ok
Marion Jola,Tak Ingin Pisah Lagi,95,A Minor,8A,40,66,34,59,58,0,3,4:26,ok
Powfu,death bed,144,G♯ Minor,1A,43,73,35,82,73,0,14,2:53,ok
Justin Bieber,Intentions,148,A Major,11B,55,81,86,69,32,0,6,3:33,ok
Sabrina Carpenter,Please Please Please,107,A Major,11B,59,67,58,79,27,0,5,3:06,ok
BLACKPINK,Tally,130,D Major,10B,64,69,46,62,1,0,3,3:04,ok
BABYMONSTER,SHEESH,140,D Major,10B,73,77,46,77,11,0,17,2:50,ok
Red Velvet,Psycho,140,A♭ Major,4B,67,66,41,71,19,0,4,3:31,ok
Akbar Chalay,Ngga Dulu,125,B Minor,10A,83,83,86,77,12,0,3,3:09,ok
Tiara Andini,Menjadi Dia,144,G Major,9B,28,47,29,62,61,0,3,3:50,ok
James Arthur,A Year Ago,120,A♭ Major,4B,47,55,26,68,59,0,4,2:51,ok
Juicy Luicy,Bukan Orangnya,166,A Major,11B,63,53,66,69,15,0,6,3:11,ok
Surfaces,Sunday Best,112,F Major,7B,56,87,74,72,14,0,5,2:39,ok
Alphaville,Forever Young,137,A Minor,8A,48,49,33,84,42,0,3,3:47,ok
Tones And I,Dance Monkey,98,F♯ Minor,11A,59,82,51,74,69,0,9,3:29,ok
ZAYN,A Whole New World (End Title),111,D Major,10B,41,30,11,63,6,0,3,4:03,ok
Sam Smith,Too Good At Goodbyes,92,F Major,7B,37,72,47,82,64,0,4,3:21,ok
The Chainsmokers,Closer,95,A♭ Major,4B,52,75,66,88,41,0,3,4:05,ok
Joji,Sanctuary,168,C♯ Major,3B,64,55,33,77,39,0,12,3:00,ok
Charlie Puth,We Don't Talk Anymore,100,C♯ Minor,12A,56,73,35,64,62,0,13,3:38,ok
Tulus,1000 Tahun Lamanya,86,F Major,7B,48,71,76,69,62,0,5,3:52,ok
Hanin Dhiya,Pupus,66,A♭ Major,4B,20,50,36,51,91,0,3,3:55,ok
wave to earth,seasons,60,G Major,9B,28,37,16,80,78,6,3,4:16,ok
Dongker,disarankan di bandung,117,C Major,8B,53,56,65,78,1,91,3,2:33,ok
Virzha,Tentang Rindu,74,C Major,8B,65,44,38,57,8,0,3,4:02,ok
BTS,Butter,110,A♭ Major,4B,46,76,70,69,0,0,9,2:44,ok
SHAUN,Way Back Home,100,B♭ Major,6B,74,75,56,68,41,0,3,3:34,ok
Tiara Andini,Lagu Pernikahan Kita,136,A♭ Major,4B,40,54,28,65,83,0,3,4:21,ok
Little Mix,Secret Love Song,93,A Major,11B,61,53,14,78,22,0,5,4:10,ok
NewJeans,Hype Boy,100,E Minor,9A,94,59,78,77,27,0,23,2:59,ok
Dendi Nata,Abadi,140,G Major,9B,71,48,39,65,4,0,3,4:53,ok
The Chainsmokers,Something Just Like This,103,B Minor,10A,64,62,45,88,5,0,3,4:07,ok
Dan + Shay,"10,000 Hours",90,B♭ Major,6B,63,65,43,70,15,0,3,2:48,ok
Coldplay,Viva La Vida,138,F Minor,4A,62,49,42,87,10,0,3,4:02,ok
New Hope Club,Know Me Too Well,123,C♯ Minor,12A,71,76,80,38,43,0,4,3:21,ok
Denny Caknan,Sinarengan,128,C♯ Major,3B,55,53,22,70,75,0,3,5:34,ok
Maroon 5,Girls Like You,125,C Major,8B,54,78,45,67,57,0,7,3:56,ok
mrld,An Art Gallery Could Never Be As Unique As You,122,G Major,9B,30,48,20,67,84,0,5,2:39,ok
Ten2Five,You,78,C♯ Minor,12A,36,67,60,52,82,0,4,3:13,ok
BLACKPINK,How You Like That,130,B Major,1B,76,81,34,75,5,0,8,3:03,ok
BTS,Life Goes On,81,C♯ Major,3B,72,57,45,85,1,0,4,3:27,ok
Demi Lovato,Heart Attack,174,A♭ Major,4B,79,50,50,81,7,0,10,3:31,ok
Tulus,Jatuh Suka,89,F♯ Major,2B,44,39,36,76,67,0,4,3:55,ok
Rizky Febian,Makna Cinta,85,F♯ Minor,11A,67,57,70,60,16,0,4,3:27,ok
Iwan Fals,Jendela Kelas 1,87,E♭ Major,5B,55,44,26,70,60,69,3,3:34,ok
Jaz,Teman Bahagia,95,G Major,9B,41,74,80,56,23,0,3,3:28,ok
Ricky Montgomery,Mr. Loverman,130,C Major,8B,53,64,49,81,25,0,3,3:37,ok
Taylor Swift,cardigan,130,C Minor,5A,58,61,55,85,54,0,4,3:60,ok
Prince Poetiray,"Selalu Ada di Nadimu - Original Soundtrack From ""JUMBO""",116,D Major,10B,43,63,46,60,70,0,4,2:54,ok
Taylor Swift,Blank Space,96,F Major,7B,68,75,58,76,9,0,6,3:52,ok
Taylor Swift,Lover,69,G Major,9B,54,36,45,84,49,0,9,3:41,ok
NDX A.K.A.,Nemen HipHop Dangdut Version,125,G Major,9B,29,73,60,47,41,0,3,5:18,ok
Yovie Widianto,Tanpa Cinta,136,E♭ Major,5B,44,52,23,68,86,0,3,4:15,ok
Olivia Rodrigo,good 4 u,167,A Major,11B,64,56,67,60,30,0,14,2:58,ok
Rony Parulian,Mengapa,120,B♭ Major,6B,34,46,13,61,69,0,3,4:24,ok
Maher Zain,Rahmatun Lil'Alameen,92,G Minor,6A,55,47,42,69,40,0,3,3:51,ok
Arsy Widianto,Dengan Caraku,130,A Major,11B,32,65,37,52,92,0,3,4:33,ok
.Feast,Kami Belum Tentu,105,F Minor,4A,90,62,54,68,1,0,3,3:53,ok
Juan Reza,Pica Pica 2,105,C♯ Major,3B,81,96,89,29,1,0,6,3:48,ok
JISOO,FLOWER,124,A Minor,8A,39,84,64,70,3,0,4,2:53,ok
Letto,Ruang Rindu,83,D Major,10B,50,64,42,68,63,0,3,3:33,ok
Ghea Indrawari,Teramini,75,C Major,8B,35,27,29,68,77,0,3,3:40,ok
SIENNA SPIRO,Die On This Hill,82,F Minor,4A,43,52,25,94,76,0,3,3:37,ok
Coldplay,My Universe,105,A Major,11B,70,59,44,74,1,0,4,3:48,ok
Doja Cat,Kiss Me More,111,A♭ Major,4B,71,76,78,85,26,0,3,3:29,ok
Ed Sheeran,Shape of You,96,C♯ Minor,12A,65,83,93,89,58,0,8,3:54,ok
Juicy Luicy,Asing,174,B♭ Major,6B,28,53,44,66,65,0,5,3:13,ok
Guyon Waton,Klebus,132,G Major,9B,54,69,77,70,42,0,3,4:57,ok
Adele,Set Fire to the Rain,108,D Minor,7A,67,60,45,79,0,0,2,4:03,ok
Judika,Sampai Akhir,136,E Major,12B,46,51,20,70,76,0,3,3:25,ok
TREASURE,DARARI,85,C Major,8B,64,72,55,64,49,0,4,3:41,ok
Coldplay,The Scientist,146,F Major,7B,44,56,21,89,73,0,2,5:10,ok
Kunto Aji,Rehat,70,D Major,10B,25,32,7,57,85,21,3,5:54,ok
ILLIT,Magnetic,131,F♯ Major,2B,67,80,69,82,26,0,7,2:41,ok
LeeHi,ONLY,123,F Major,7B,30,54,15,77,89,0,3,4:01,ok
Ariana Grande,positions,144,C Major,8B,80,74,68,80,47,0,9,2:52,ok
Sal Priadi,Ada titik-titik di ujung doa,126,C Minor,5A,53,60,41,82,54,0,3,5:05,ok
Yovie Widianto,Semenjak Ada Dirimu,138,B Minor,10A,71,70,74,63,45,0,3,3:47,ok
RAN,Dekat Di Hati,110,A Major,11B,49,72,64,65,76,0,3,4:29,ok
JENNIE,like JENNIE,130,A♯ Minor,3A,74,81,82,88,28,1,6,2:04,ok
NaFF,Akhirnya Ku Menemukanmu,140,D Major,10B,47,60,32,70,9,0,3,5:06,ok
Rizky Febian,Seperti Kisah,174,G Minor,6A,42,57,30,63,75,0,4,4:39,ok
Marion Jola,Rayu,81,D Major,10B,58,53,43,59,51,0,4,3:41,ok
JENNIE,SOLO,95,D♯ Minor,2A,64,75,39,70,9,0,9,2:50,ok
Libianca,People,124,A♯ Minor,3A,42,57,69,77,55,0,7,3:05,ok
Noh Salleh,Angin Kencang,88,B Minor,10A,62,51,56,63,62,0,3,4:01,ok
Rizky Febian,Bermuara,146,D Major,10B,35,24,22,63,72,5,3,4:47,ok
IV OF SPADES,Come Inside Of My Heart,113,B♭ Major,6B,56,68,71,73,0,0,3,4:07,ok
Taylor Swift,The Fate of Ophelia,124,F Major,7B,60,73,52,98,27,0,3,3:46,ok
Rizky Febian,Indah Pada Waktunya,128,G♯ Minor,1A,26,41,33,56,57,0,3,4:00,ok
Stevan Pasaribu,Belum Siap Kehilangan,144,A Major,11B,55,48,19,66,62,0,3,4:48,ok
PUBLIC,Make You Mine,103,A Major,11B,80,61,64,71,1,0,3,3:53,ok
Nadhif Basalamah,kota ini tak sama tanpamu,81,B♭ Major,6B,50,54,36,88,79,0,3,4:40,ok
Eclat Story,Bentuk Cinta,110,A♭ Major,4B,33,73,50,51,59,0,3,4:24,ok
Taylor Swift,Fearless (Taylor’s Version),100,F Major,7B,74,57,43,74,1,0,3,4:02,ok
MALIQ & D'Essentials,Aduh,80,F Minor,4A,33,72,70,47,75,0,23,3:17,ok
Justin Bieber,Peaches,90,C Major,8B,70,68,46,82,32,0,12,3:18,ok
Rex Orange County,Pluto Projector,80,F Major,7B,22,38,19,75,71,0,3,4:28,ok
Rizwan Fadilah,Tanpa Bicara,136,C♯ Major,3B,53,58,50,60,47,0,3,3:32,ok
Ariana Grande,7 rings,140,C♯ Minor,12A,32,78,33,86,59,0,31,2:59,ok
Sia,Snowman,105,C♯ Major,3B,52,72,34,85,43,0,3,2:46,ok
Pamungkas,Sorry,135,B♭ Major,6B,61,56,39,53,16,0,3,3:07,ok
Natasya Sabella,Menerima Luka,118,G Major,9B,37,43,38,71,82,0,4,3:48,ok
Sam Smith,Unholy,131,D Major,10B,45,72,22,77,1,0,7,2:37,ok
Astrid,Mendua,136,F Minor,4A,40,50,27,61,19,0,3,4:10,ok
Trevor Daniel,Falling,127,A♯ Minor,3A,43,79,24,70,12,0,4,2:39,ok
Tulus,Sepatu,115,A Major,11B,45,60,35,64,69,0,3,3:39,ok
HUNTR/X,Golden,123,E Minor,9A,69,65,10,95,10,0,6,3:15,ok
Pasto,Tanya Hati,132,G Major,9B,72,67,41,57,26,0,3,4:35,ok
Salma Salsabil,Rumah,142,E Minor,9A,28,50,30,62,92,0,3,4:19,ok
Barsena Bestandhi,"Ruang Baru (From ""My Annoying Brother"")",105,G Major,9B,16,47,30,72,96,0,3,3:58,ok
Radja,Cinderella,172,E Minor,9A,88,48,61,61,0,0,5,3:32,ok
Rossa,Terlalu Cinta,120,A♭ Major,4B,41,43,39,64,82,0,3,4:08,ok
Guyon Waton,Perlahan,128,B Major,1B,54,66,40,57,68,0,3,5:00,ok
Adera,Muara,116,D Major,10B,20,68,30,49,83,0,5,4:01,ok
Daniel Caesar,Who Knows,121,F Minor,4A,26,67,39,89,76,0,4,3:46,ok
Andmesh,Senyumlah,176,A Major,11B,45,46,32,65,88,0,4,3:32,ok
Rich Brian,100 Degrees,81,C Major,8B,65,76,66,53,12,0,7,2:46,ok
Sheila On 7,Pemuja Rahasia,146,G Major,9B,69,66,78,73,6,0,4,3:53,ok
Imagine Dragons,Bad Liar,89,E♭ Major,5B,64,31,8,81,7,0,6,4:21,ok
BTS,Permission to Dance,125,A Major,11B,74,70,65,75,1,0,4,3:08,ok
Witt Lowry,Into Your Arms,170,D♯ Minor,2A,79,50,23,72,1,0,21,3:06,ok
Billie Eilish,bad guy,135,G Major,9B,43,70,56,82,33,13,38,3:14,ok
Ariana Grande,34+35,110,C Major,8B,59,83,49,78,24,0,9,2:54,ok
Avenged Sevenfold,A Little Piece of Heaven,145,D Minor,7A,88,49,67,74,2,0,5,8:01,ok
Brisia Jodie,Ternyata Hanya Kamu,156,F Major,7B,33,30,18,58,75,0,3,4:44,ok
Sam Smith,I'm Not The Only One,82,F Major,7B,48,68,49,86,53,0,4,3:59,ok
Weeekly,After School,164,C♯ Major,3B,93,63,74,62,1,0,5,3:25,ok
Ed Sheeran,Beautiful People,93,F Minor,4A,65,64,55,69,12,0,19,3:18,ok
Lil Nas X,INDUSTRY BABY,150,D♯ Minor,2A,70,74,89,74,2,0,6,3:32,ok
Melanie Martinez,Play Date,124,F Major,7B,73,68,45,80,61,0,5,2:60,ok
Mawar de Jongh,Sedang Sayang Sayangnya,83,C Major,8B,42,63,53,50,72,0,3,4:21,ok
Billie Eilish,lovely,115,E Minor,9A,30,35,12,87,93,0,3,3:20,ok
Nuh...,Teruntuk Mia,110,G Major,9B,42,73,71,9,62,0,3,3:16,ok
Larissa Lambert,Weak,128,G Major,9B,45,62,49,64,63,0,6,2:39,ok
Putri Ariani,Loneliness,130,B Major,1B,28,56,22,47,85,0,3,3:01,ok
Umay Shahab,perayaan mati rasa,147,E♭ Major,5B,32,36,33,68,87,0,3,4:46,ok
Adele,Don't You Remember,115,E♭ Major,5B,40,64,23,62,21,0,3,4:03,ok
BLACKPINK,Kill This Love,132,D Minor,7A,84,76,65,75,32,0,19,3:11,ok
Luke Chiang,Shouldn't Be,125,F♯ Minor,11A,29,65,33,69,73,0,3,3:30,ok
LISA,MONEY,140,C♯ Minor,12A,55,83,40,73,16,0,22,2:48,ok
Salma Salsabil,Boleh Juga,99,A Minor,8A,72,59,59,56,31,0,3,3:47,ok
Neck Deep,December,145,D Major,10B,44,54,47,70,63,0,3,3:39,ok
Bunga Citra Lestari,"Selalu Ada di Nadimu - Original Soundtrack From ""JUMBO""",88,C♯ Major,3B,32,26,24,57,89,0,3,4:41,ok
Justin Bieber,Yummy,146,A Minor,8A,51,69,49,65,37,0,9,3:30,ok
Doechii,What It Is (Solo Version),172,C♯ Minor,12A,76,74,76,75,6,0,9,3:10,ok
MALIQ & D'Essentials,Untitled,93,A Major,11B,24,82,49,59,61,0,4,4:05,ok
24kGoldn,Mood,91,G Minor,6A,72,70,73,78,17,0,4,2:21,ok
Aftershine,Aku Ikhlas,132,G Major,9B,63,64,50,69,15,0,3,4:36,ok
Kezia,AKU MASIH MEMIKIRKANMU,128,G Major,9B,38,57,22,50,93,0,4,4:07,ok
Chrisye,Andai Aku Bisa,77,B Major,1B,31,43,13,62,53,0,3,4:36,ok
Rex Orange County,AMAZING,124,A♭ Major,4B,46,72,55,70,28,0,5,3:29,ok
Kunto Aji,Pilu Membiru,83,G Major,9B,27,37,5,60,89,0,3,4:12,ok
Panji Sakti,Kepada Noor,130,A Minor,8A,23,66,37,66,87,0,4,4:09,ok
Ava Max,So Am I,130,F♯ Major,2B,66,68,63,71,7,0,4,3:04,ok
Charlie Puth,Attention,100,D♯ Minor,2A,61,78,80,88,11,0,5,3:29,ok
GAYLE,abcdefu,122,E Major,12B,54,70,42,73,30,0,5,2:49,ok
MALIQ & D'Essentials,Kita Bikin Romantis,109,C♯ Minor,12A,56,74,59,57,69,0,3,3:57,ok
Raisa,Bahasa Kalbu,84,G Major,9B,28,22,16,54,86,0,3,5:51,ok
Naomi Scott,Speechless (Full),125,F♯ Minor,11A,49,47,23,68,47,0,3,3:29,ok
Abe Parker,Butterflies,160,E♭ Major,5B,48,49,28,61,62,0,6,3:04,ok
Dewa,Pupus,140,G Major,9B,60,51,39,71,48,0,3,5:06,ok
Joseph Vincent,Can't Take My Eyes Off You,88,C♯ Major,3B,14,71,58,60,83,0,6,2:44,ok
Coldplay,Sparks,103,C♯ Major,3B,27,37,17,91,75,5,3,3:47,ok
Shawn Mendes,Treat You Better,83,A♯ Minor,3A,82,44,77,86,11,0,34,3:08,ok
Dua Lipa,IDGAF,97,G Major,9B,54,84,51,78,4,0,9,3:38,ok
Andmesh,Kumau Dia,158,C Major,8B,51,47,60,66,16,0,3,4:16,ok
Aisha Retno,W.H.U.T,126,F Minor,4A,65,38,40,60,68,0,4,2:54,ok
Armada,Harusnya Aku,85,E Major,12B,72,45,51,66,0,0,3,4:42,ok
Clean Bandit,Symphony,123,C Minor,5A,63,71,46,75,26,0,6,3:32,ok
Tate McRae,you broke me first,124,E Major,12B,38,66,8,83,80,0,5,2:50,ok
Bunga Citra Lestari,Kecewa,138,A Major,11B,44,61,25,54,82,0,3,3:50,ok
Arsy Widianto,Rindu Dalam Hati,136,A Major,11B,43,62,41,55,67,0,3,4:36,ok
BLACKPINK,Ice Cream,160,A Major,11B,73,79,90,62,3,0,33,2:56,ok
